ADJ	NN	context	final_attribute	final_semclass	Status
arm	Vater	Ein armer Vater lässt seine vier erwachsenen Söhne ausziehen , ein Handwerk zu erlernen .	Gesellschaft	Mensch	collocation
arm	Verhältnis	Da sie selber in armen Verhältnissen aufgewachsen sind , können sie den  harten  Rap authentisch präsentieren .	Gesellschaft	Geschehen	free
arm	Verwandte	Damals nahm die Kobalt das Angebot , als arme Verwandte in Brüssel zu leben , nicht an , sondern ging eigene Wege .	Gesellschaft	Mensch	free
arm	Vetter	In Frankfurt wurde sie unter anderem 1977 als Fräulein Isenbarn in Ernst Barlachs " Der arme Vetter " und 1978 in der Titelrolle der " Penthesilea " bekannt .	Eigenname	Eigenname	Eigenname
arm	Viertel	Euro und ist damit bis zu zehn Mal so hoch wie in armen Vierteln .	Gesellschaft	Ort	free
arm	Volk	Die Menge bricht in Jubel aus , nur der Schwachsinnige ( Narr ) klagt : " Wehe dir , du armes Volk ! "	Gesellschaft	Gruppe	free
arm	Weib	1743 / 44 erhielt der Spitaler Rupert Steidel 1 Gulden für " Abwartung und Vergrabung " eines armen Weibes , das dort gestorben ist .	Gesellschaft	Mensch	collocation
arm	Weiße	Auch arme Weiße wurden von der Klausel begünstigt und erhielten Wahlrecht , wenn sie einen unmittelbaren Verwandten nachweisen konnten , der an den Wahlen des Jahres 1867 teilgenommen hatte .	Gesellschaft	Mensch	free
arm	Wesen	Andererseits , so Hitchens , lehren diese Religionen , dieser Gott habe das Universum speziell für ebendieses arme Wesen geschaffen und kümmere sich persönlich um jeden Einzelnen .	Emotion	Tops	collocation
arm	Wicht	Es ist pure Sympathie für den armen Wicht und unterdrückte Wut gegen die böse Bahn .	Emotion	Mensch	collocation
arm	Witwe	In der Schenkungsurkunde vom 13. Juni 1897 verfügte er , dass in den zwölf Wohnungen des Hauses arme Witwen mit vielen Kindern kostenlos wohnen dürfen .	Gesellschaft	Mensch	free
barock	Altar	In dem Gotteshaus befinden sich drei barocke Altäre ( Hochaltar mit zwei Nebenaltären ) und Fenster des Glasmalers Josef Strater aus dem Jahr 1935.	Bezug	Artefakt	free
barock	Bau	Der barocke Bau ist einfach gestaltet und gilt als typisches Beispiel eines Handwerkerhauses der Bauzeit .	Bezug	Artefakt	free
barock	Bauwerk	Er war ein führender Gestalter barocker Bauwerke in den Hochstiften Münster und Paderborn sowie im Herzogtum Westfalen .	Bezug	Artefakt	free
barock	Brunnen	In der Einfahrt stehen vier barocke Jahreszeitenputti in Nischen , barocke Figuren und ein barocker Brunnen befinden sich auch im Garten .	Bezug	Artefakt	free
barock	Bürgerhaus	Das barocke Bürgerhaus war ein dem Gebäude in der Krahnenstraße 38 ähnliches Gebäude , welches im Zweiten Weltkrieg jedoch zerstört wurde .	Bezug	Artefakt	free
barock	Deckengemälde	Kunsthistorisch interessant ist insbesondere ein barockes Deckengemälde , welches bei den Restaurierungen freigelegt werden konnte .	Bezug	Artefakt	free
barock	Deckenmalerei	Im Inneren der katholischen Stadtpfarrkirche finden sich barocke Deckenmalereien und eine Innenausstattung im Rokoko mit prunkvollem Rot-und-Gold-Dekor .	Bezug	Artefakt	free
barock	Dorfkirche	Sie wurde 1780 bis 1782 als barocke Dorfkirche errichtet und befindet sich direkt neben dem Rathaus .	Bezug	Artefakt	free
barock	Festsaal	Der Raum wurde 1964 zum Konzertsaal umgebaut und wird heute als barocker Festsaal für Veranstaltungen genutzt .	Bezug	Artefakt	free
barock	Freske	Die 1978 renovierte ehemalige Augustiner-Klosterkirche mit ihren barocken Fresken ist würdiger Raum für kulturelle Veranstaltungen , das ehemalige Kloster wird als Rathaus genutzt .	Bezug	Artefakt	free
barock	Gesamtkunstwerk	Mehrere Renovierungen ( zuletzt 2012 unter dem Pfarrherrn Dr . Markus Brunner ) haben das barocke Gesamtkunstwerk wieder in einen sehenswerten Zustand versetzt .	Bezug	Artefakt	free
barock	Gotteshaus	Zur selben Zeit entstanden auch in Kirchbichl , Kundl , Kirchberg in Tirol , Ellmau , Angath u. a. barocke Gotteshäuser .	Bezug	Artefakt	free
barock	Herrenhaus	Schloss Burkersdorf bezeichnet ein barockes Herrenhaus im Ortsteil Burkersdorf der Gemeinde Harth-Pöllnitz in Thüringen .	Bezug	Artefakt	free
barock	Hochaltar	Der barocke Hochaltar ist ein kleiner , gedrungener Säulenaltar von Ende des 17. Jahrhunderts mit mächtigem Gebälk .	Bezug	Artefakt	free
barock	Kammermusik	Bekannt wurde es durch die Einspielungen wenig aufgeführter barocker Kammermusik und die Gesamtaufnahme der Bach-Kantaten .	Bezug	Artefakt	free
barock	Kathedrale	Das barocke Rathaus stammt aus dem 17. Jahrhundert , die barocke Kathedrale aus dem 18. Jahrhundert .	Bezug	Artefakt	free
barock	Kirche	Das Bild wurde vermutlich im Jahr 1865 aus der abzubrechenden barocken Kirche entfernt und seitdem im Pfarrhaus aufgehängt .	Bezug	Artefakt	free
barock	Kirchenbau	Der Bau gehört mit seinem originellen kreuzförmigen Grundriss zu den aussergewöhnlichsten barocken Kirchenbauten der Schweiz .	Bezug	Artefakt	free
barock	Kirchturm	Bei der Erneuerung des Fußbodens wurden die Fundamente eines barocken Kirchturmes , sowie die eines romanischen Taufsteins aufgedeckt .	Bezug	Artefakt	free
barock	Kleinod	Die Kirche stellt nicht nur ein barockes Kleinod in der Nähe des Amthauses dar , hier wurde Franz Schubert eingesegnet , bevor er auf dem Währinger Friedhof beigesetzt wurde .	Bezug	Artefakt	free
barock	Kloster	Der Grenzpfad folgt der kulturell und historisch bedeutsamen Grenze zwischen den Kantonen Bern und Luzern und führt unter anderem am barocken Kloster St. Urban vorbei .	Bezug	Artefakt	free
barock	Klosteranlage	Die barocke Klosteranlage Obermarchtal ist die einzige architektonisch in sich geschlossene , vollendete und erhaltene Anlage Oberschwabens .	Bezug	Artefakt	free
barock	Klosterkirche	Die barocke Klosterkirche Mariä Himmelfahrt ist heute katholische Pfarrkirche von St. Märgen und eine der bedeutendsten Marien-Wallfahrtskirchen des Erzbistums Freiburg .	Bezug	Artefakt	free
barock	Kostüm	Gustaf und Silvia , trat ABBA am 18. Juni in barocken Kostümen in der Königlichen Oper in Stockholm auf .	Bezug	Artefakt	free
barock	Kulisse	Zu Saulniers besten Arbeiten gehören die stilisierten und barocken Kulissen zu Resnais' " Letztes Jahr in Marienbad " sowie zu " Providence " , einem späteren Werk desselben Regisseurs .	Bezug	Artefakt	free
barock	Malerei	Das Kirchenschiff wurde in Renaissance und Barock mehrfach erweitert und trägt noch zum Teil barocke Malereien .	Bezug	Artefakt	free
barock	Meisterwerk	Ferner führte er Restaurationen von Kircheninventar und an historischen Gebäuden durch , kopierte aber auch mittelalterliche und barocke Meisterwerke der Holzskulptur .	Bezug	Artefakt	free
barock	Musik	Zum Repertoire gehören klassische und barocke Musik , sowie Tango , Jazz und Neue Musik .	Bezug	Artefakt	free
barock	Oper	In der barocken Oper hatte man eine besondere Vorliebe für die Schönheit und biegsame Weichheit der hohen Stimmlagen Sopran und Alt , also für Kastraten- und für Frauenstimmen .	Bezug	Artefakt	free
barock	Orgel	Bei der Orgel handelt es sich um eine kleine barocke Orgel , ein Positiv .	Bezug	Artefakt	free
barock	Ornament	Das Portal ist im Giebel mit barocken Ornamenten geschmückt und zeigt dort das Stadtwappen und vier Löwenköpfe .	Bezug	Artefakt	free
barock	Palais	Diesmal hatte ich uns einen schönen Gartenplatz im barocken Palais Besenval gefunden , das schaute nach einem lauschigen Lunch aus : hier wollten wir Mittagessen .	Bezug	Artefakt	free
barock	Palast	Im Dorf steht der barocke Palast Fanfonga aus dem Jahr 1746 , und in der Bucht Poripišće findet man Reste von Mauern aus der Römerzeit .	Bezug	Artefakt	free
barock	Palazzo	Neben vielen Bürgerhäusern ( darunter auch mehrere barocke Palazzi ) gibt es pittoreske Straßenzüge , durch die der Stadtbach fließt .	Bezug	Artefakt	free
barock	Pfarrkirche	Aus dem 18. Jahrhundert stammt die barocke Pfarrkirche  Igreja de São Vicente  .	Bezug	Artefakt	free
barock	Portal	Das hofseitige barocke Portal ist noch heute erhalten und wird von dem Wappen des Weihbischofs und der lateinischen Bauinschrift gekrönt .	Bezug	Artefakt	free
barock	Prachtbau	Das " Alte Kaufhaus " war ein barocker Prachtbau , der ebenfalls diese Mittelturmfassade aufwies und im Zweiten Weltkrieg teilweise zerstört wurde .	Bezug	Artefakt	free
barock	Rathaus	Das barocke Rathaus mit starken klassizistischen Elementen ist eines der wenigen Gebäude Narvas , die nach der vollständigen Zerstörung der Stadt 1944 wiederaufgebaut wurden .	Bezug	Artefakt	free
barock	Schloss	Nach häufigem Besitzerwechsel wurde dann nach 1860 durch den Eigentümer Siehe das barocke Schloss erbaut .	Bezug	Artefakt	free
barock	Stadtpalais	Das Gebäude wurde 1757 im Stil eines repräsentativen barocken Stadtpalais als Versammlungshaus der Zunft zur Meisen am linken Limmatufer erbaut , in unmittelbarer Nachbarschaft des Fraumünsters .	Bezug	Artefakt	free
barock	Treppenhaus	Hinter dem Sommersaal liegt das barocke Treppenhaus , durch das die Besucher in das ehemalige Kloster kamen .	Bezug	Artefakt	free
barock	Turm	Der gotische Chor und der im 18. Jahrhundert erbaute , barocke Turm blieben dabei erhalten , während das Langhaus als Basilika im Stil der Neoromanik erneuert wurde .	Bezug	Artefakt	free
barock	Verzierung	Einmalig ist hingegen die barocke Verzierung das Bogengesims mit Fruchtranke , Knorpelwerk , Putten und einer Wappenkartusche aus Sandstein rund um das eigentliche Portal .	Bezug	Artefakt	free
barock	Wallfahrtskirche	Bereits im 14. Jahrhundert wurde dort eine Pietà-Skulptur von 1350 verehrt . 1672 - 1673 wurde die Pfarrkirche vom Kloster Ochsenhausen durch eine barocke Wallfahrtskirche ersetzt .	Bezug	Artefakt	free
barock	Zeughaus	Unter anderem betraf dies das Stadtschloss , das Stadttheater und das barocke Zeughaus am Freiheitsplatz .	Bezug	Artefakt	free
barock	Zwiebelturm	Die alte mittelalterliche Kirche , die seit 1759 mit einem barocken Zwiebelturm versehen war , wurde 1899 abgerissen .	Bezug	Artefakt	free
barock	Herrlichkeit	Irgendwann war aber die barocke Herrlichkeit vorbei .	Bezug	Attribut	free
barock	Pomp	Die Zuschauer wurden durch barocken Pomp und ein Feuerwerk von Showeffekten in Atem gehalten .	Bezug	Attribut	free
barock	Pracht	So geht die barocke Pracht der Salzburger Innenstadt auf die Erträgnisse des Grundbesitzes der Salzburger Fürsterzbischöfe zurück .	Bezug	Attribut	free
barock	Prunk	Johann Philipp von Walderdorff war ein leidenschaftlicher Jäger , liebte den barocken Prunk und stellte diesen auch an seinem Hof dar .	Bezug	Attribut	free
barock	Theatralik	Traversi lebte und arbeitete im Übergangsbereich zwischen barocker Theatralik und dem eher nüchternen Gestus der Aufklärung .	Bezug	Attribut	free
barock	Gartenkunst	Der Eingang zu dieser in ihrer Zeit als Schmuckstück barocker Gartenkunst bekannten Anlage ist 2006 durch den Vereinsring Büchold aufwändig restauriert worden .	Bezug	Form	free
barock	Glanz	Auch die Veranstaltungsräume der Jeunesses Musicales Deutschland auf Schloss Weikersheim in ihrem barocken Glanz werden regelmäßig benutzt .	Bezug	Form	free
barock	Schnörkel	Bisweilen fallen auch barocke Schnörkel in Form kleiner Sechzehntel-Figurationsgruppen auf , die man fast noch als Madrigalismen bezeichnen könnte .	Bezug	Form	free
barock	Lebensfreude	Der Prälatensaal wie der Festsaal drücken die barocke Lebensfreude aus .	Bezug	Gefuehl	free
barock	Lebensgefühl	Die  maskenhaften Züge  wurden in den 1920er Jahren von einem  malerisch barocken Lebensgefühl  verdrängt .	Bezug	Gefuehl	free
barock	Lust	Die Westfassade entsprach sowohl der barocken Lust nach Üppigkeit als auch der Notwendigkeit , den seit fast sechs Jahrhunderten seine Farbe verlierenden Pórtico de la Gloria vor den Unbilden der Witterung zu schützen .	Bezug	Gefuehl	free
barock	Pathos	Lediglich das Rathaus , das noch 1783 / 90 barockes Pathos mit neuer Mode zu verbinden sucht , stellt einen Anspruch , der sich mit dem des Schimmelturmes misst .	Bezug	Gefuehl	free
barock	Überschwang	Dieser Stil ist typisch für den barocken Überschwang seiner Arbeiten .	Bezug	Gefuehl	free
barock	Fest	Die Residenzgalerie in Salzburg veranstaltete 1996 ein barockes Fest " Reich mir die Hand , mein Leben " mit Bildern von Johann Georg Platzer und Franz Christoph Janneck .	Bezug	Geschehen	free
barock	Klassizismus	Der vergleichsweise barocke Klassizismus dieses Stücks weist auf eine Entstehung im 2. Jahrhundert hin .	Bezug	Geschehen	free
barock	Prachtentfaltung	Das aufwendig ausgebaute Schloss Versailles avancierte zu einem kulturellen und gesellschaftlichen Zentrum und zum Synonym barocker Prachtentfaltung .	Bezug	Geschehen	free
barock	Repertoire	Desenclos ist vor allem als Interpret des französischen barocken Repertoires ( u. a. Marc-Antoine Charpentier , Nicolas de Grigny ) bekannt .	Bezug	Geschehen	free
barock	Stadterweiterung	Er sollte nach dem Vorbild holländischer Grachten das Bauland für die groß angelegte erste barocke Stadterweiterung Potsdams trockenlegen .	Bezug	Geschehen	free
barock	Tanz	Für diese Rolle verbrachte er drei Monate in einem Ballettstudio , um barocken Tanz zu studieren .	Bezug	Geschehen	free
barock	Umgestaltung	Der Chor wurde ursprünglich mit einem Kreuzrippengewölbe errichtet , jedoch zum Zeitpunkt der barocken Umgestaltung mit einem Kreuzgratgewölbe versehen .	Bezug	Geschehen	free
barock	Affektenlehre	Das Libretto der Johannes-Passion drückt in jeder Arie jeweils eine bestimmte Gemütsbewegung aus , die Bach im Sinne der barocken Affektenlehre in Musik setzt .	Bezug	Kognition	free
barock	Architektur	Wien wurde eine Stadt der barocken Architektur und übte im Heiligen Römischen Reich Deutscher Nation eine starke Sogwirkung auf Baufachleute aus .	Bezug	Kognition	free
barock	Baukunst	Weltbekanntes Beispiel barocker Baukunst sind die vier Säulen tiefen Kolonnaden Gian Lorenzo Berninis , die den ellipsenförmigen Teil des Petersplatzes vor dem Petersdom in Rom an zwei Seiten umschließen .	Bezug	Kognition	free
barock	Manier	An der Südseite des Platzes steht der Palazzo Cybo-Malaspina mit einer in barocker Manier rot-gelb-weiß akzentuierten Fassade .	Bezug	Kognition	free
barock	Stil	Dieses Haus wurde zu Beginn des 18. Jahrhunderts im barocken Stil umgebaut und zu einem Gasthof ausgebaut .	Bezug	Kognition	free
barock	Stilelement	Einige dieser Bauten hatten barocke Stilelemente , um den Platz dem architektonischen Gepräge des Breiten Wegs anzupassen .	Bezug	Kognition	free
barock	Vorbild	Hauptwerk , Rückpositiv , Brustwerk und Pedal sowie die Disposition greifen auf barocke Vorbilder zurück .	Bezug	Kognition	free
barock	Welttheater	Mit ihrer katholisch-opulenten Bilderfreudigkeit stellen sich Hubers Arbeiten in die Tradition des barocken Welttheaters spezifisch bayerischer Prägung .	Bezug	Kognition	free
barock	Allegorie	Neben den üblichen barocken Allegorien der Musik oder der Dichtkunst sind auch außergewöhnliche Darstellungen , unter anderem der Chronografie , der Hydraulik und der Dioptrie vorhanden .	Bezug	Kommunikation	free
barock	Rhetorik	Allerdings gab es auch Gegentendenzen : So würdigte August Wilhelm Schlegel trotz seiner Kritik der Ästhetik des Zeitalters Ludwig XIV . die barocke Rhetorik .	Bezug	Kommunikation	free
barock	Trauerspiel	Einfluss auf das barocke Trauerspiel genommen , dessen Märtyrerfiguren sich in ihrem Ideal der Standhaftigkeit an der Abhandlung zu orientieren scheinen .	Bezug	Kommunikation	free
barock	Fülle	 Klug komponiert und dennoch in eine barocke Fülle ausgreifend , scharfsinnig und gleichzeitig hingebungsvoll , witzig und poetisch ... große Literatur und intellektuelles Vergnügen . " "	Bezug	Menge	free
barock	Opulenz	Im Zuge dieser Arbeiten wurden die Prunkräume originalgetreu restauriert und präsentierten sich in für Prinz Eugen gestalteter barocker Opulenz .	Bezug	Menge	free
barock	Üppigkeit	Das Gotteshaus wurde in barocker Üppigkeit errichtet und ausgestaltet , was an Orgel , Taufengel , Altar und den biblischen Wand- und Deckengemälden erkennbar ist .	Bezug	Menge	free
barock	Fürst	Als sich der Leichenzug vom  Malkasten  zum Nordfriedhof in Bewegung setzte , erlebte Düsseldorf ein Begräbnis wie das eines barocken Fürsten .	Bezug	Mensch	free
barock	Altstadt	Vollendet wurden die Tribünen am Elbufer , die vor der Kulisse der barocken Altstadt für Massenkundgebungen gebaut wurden .	Bezug	Ort	free
barock	Ambiente	Der Fürstentrakt im Kloster Andechs besteht aus verschiedenen Räumlichkeiten im barocken Ambiente der ehemaligen bayerischen Herrscher , der Wittelsbacher .	Bezug	Ort	free
barock	Fassade	Heute ist die lange und leicht gebogene Gasse eine beliebte Einkaufsstrasse und prägt mit ihren barocken Fassaden das Berner Strassenbild .	Bezug	Ort	free
barock	Garten	Östlich davon lag ein barocker Garten , worauf der heutige Straßenname Am Weghausgarten hinweist .	Bezug	Ort	free
barock	Gartenanlage	Das oben genannte Schloss Möhler verfügt über eine rekonstruierte barocke Gartenanlage von etwa 3,5 ha Größe .	Bezug	Ort	free
